@RELATION mfcc_features
@ATTRIBUTE MEAN_MFCC_0 NUMERIC
@ATTRIBUTE MEAN_MFCC_1 NUMERIC
@ATTRIBUTE MEAN_MFCC_2 NUMERIC
@ATTRIBUTE MEAN_MFCC_3 NUMERIC
@ATTRIBUTE MEAN_MFCC_4 NUMERIC
@ATTRIBUTE MEAN_MFCC_5 NUMERIC
@ATTRIBUTE MEAN_MFCC_6 NUMERIC
@ATTRIBUTE MEAN_MFCC_7 NUMERIC
@ATTRIBUTE MEAN_MFCC_8 NUMERIC
@ATTRIBUTE MEAN_MFCC_9 NUMERIC
@ATTRIBUTE MEAN_MFCC_10 NUMERIC
@ATTRIBUTE MEAN_MFCC_11 NUMERIC
@ATTRIBUTE MEAN_MFCC_12 NUMERIC
@ATTRIBUTE MEAN_MFCC_13 NUMERIC
@ATTRIBUTE MEAN_MFCC_14 NUMERIC
@ATTRIBUTE MEAN_MFCC_15 NUMERIC
@ATTRIBUTE MEAN_MFCC_16 NUMERIC
@ATTRIBUTE MEAN_MFCC_17 NUMERIC
@ATTRIBUTE MEAN_MFCC_18 NUMERIC
@ATTRIBUTE MEAN_MFCC_19 NUMERIC
@ATTRIBUTE MEAN_MFCC_20 NUMERIC
@ATTRIBUTE MEAN_MFCC_21 NUMERIC
@ATTRIBUTE MEAN_MFCC_22 NUMERIC
@ATTRIBUTE MEAN_MFCC_23 NUMERIC
@ATTRIBUTE MEAN_MFCC_24 NUMERIC
@ATTRIBUTE MEAN_MFCC_25 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_0 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_1 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_2 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_3 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_4 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_5 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_6 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_7 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_8 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_9 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_10 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_11 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_12 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_13 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_14 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_15 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_16 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_17 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_18 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_19 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_20 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_21 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_22 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_23 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_24 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_25 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_0 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_1 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_2 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_3 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_4 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_5 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_6 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_7 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_8 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_9 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_10 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_11 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_12 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_13 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_14 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_15 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_16 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_17 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_18 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_19 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_20 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_21 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_22 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_23 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_24 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_25 NUMERIC
@ATTRIBUTE STD_MFCC_0 NUMERIC
@ATTRIBUTE STD_MFCC_1 NUMERIC
@ATTRIBUTE STD_MFCC_2 NUMERIC
@ATTRIBUTE STD_MFCC_3 NUMERIC
@ATTRIBUTE STD_MFCC_4 NUMERIC
@ATTRIBUTE STD_MFCC_5 NUMERIC
@ATTRIBUTE STD_MFCC_6 NUMERIC
@ATTRIBUTE STD_MFCC_7 NUMERIC
@ATTRIBUTE STD_MFCC_8 NUMERIC
@ATTRIBUTE STD_MFCC_9 NUMERIC
@ATTRIBUTE STD_MFCC_10 NUMERIC
@ATTRIBUTE STD_MFCC_11 NUMERIC
@ATTRIBUTE STD_MFCC_12 NUMERIC
@ATTRIBUTE STD_MFCC_13 NUMERIC
@ATTRIBUTE STD_MFCC_14 NUMERIC
@ATTRIBUTE STD_MFCC_15 NUMERIC
@ATTRIBUTE STD_MFCC_16 NUMERIC
@ATTRIBUTE STD_MFCC_17 NUMERIC
@ATTRIBUTE STD_MFCC_18 NUMERIC
@ATTRIBUTE STD_MFCC_19 NUMERIC
@ATTRIBUTE STD_MFCC_20 NUMERIC
@ATTRIBUTE STD_MFCC_21 NUMERIC
@ATTRIBUTE STD_MFCC_22 NUMERIC
@ATTRIBUTE STD_MFCC_23 NUMERIC
@ATTRIBUTE STD_MFCC_24 NUMERIC
@ATTRIBUTE STD_MFCC_25 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_0 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_1 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_2 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_3 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_4 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_5 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_6 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_7 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_8 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_9 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_10 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_11 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_12 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_13 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_14 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_15 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_16 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_17 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_18 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_19 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_20 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_21 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_22 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_23 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_24 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_25 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_0 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_1 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_2 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_3 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_4 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_5 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_6 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_7 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_8 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_9 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_10 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_11 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_12 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_13 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_14 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_15 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_16 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_17 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_18 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_19 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_20 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_21 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_22 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_23 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_24 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_25 NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
4.947690,75.061677,-24.726623,57.007037,-21.777936,26.028249,-12.553946,17.433354,-10.230242,18.599141,-13.013099,18.952019,-9.686113,11.357922,-7.262718,7.723671,-5.390154,3.408914,-6.927285,6.545908,-6.083064,3.811982,0.082984,-0.253870,-0.084471,-2.032445,-0.016672,0.007374,-0.005786,0.013931,0.001585,0.016240,-0.001696,0.011463,-0.002578,0.005958,-0.005771,-0.004219,-0.014369,-0.005625,-0.003123,0.008764,0.004065,0.013476,0.005861,0.008017,-0.010642,-0.000142,-0.004226,-0.010360,-0.014630,-0.005707,-0.004203,0.018791,-0.005119,0.006221,-0.002568,-0.002585,-0.004975,-0.003018,-0.003057,0.005856,0.002875,0.001785,0.006024,0.002969,-0.004403,-0.002614,0.000193,0.005699,0.009471,0.007855,0.004836,0.003077,0.003574,-0.002017,-0.001860,-0.003287,18.476490,13.074888,12.925522,10.722429,8.851285,8.321013,8.444723,6.775017,7.438130,6.493363,7.159667,6.403210,6.632420,6.096354,5.809873,5.187856,5.169791,4.945035,5.456353,5.188458,5.996334,5.588970,5.724509,5.957428,6.053113,5.482518,3.277900,2.239856,2.515676,2.001054,1.691461,1.546844,1.607240,1.299713,1.498556,1.220435,1.383796,1.222333,1.289486,1.124263,1.155614,0.922142,1.000889,0.844479,0.933267,0.907284,1.072713,0.991722,1.049602,1.053163,1.095094,0.983442,2.409229,1.593291,1.667126,1.405074,1.217302,1.061537,1.071846,0.996254,1.029381,0.885433,0.956460,0.869266,0.837252,0.762492,0.827014,0.648770,0.708174,0.603820,0.650863,0.607689,0.707048,0.685690,0.714318,0.695179,0.701955,0.660291,metal
1.189379,66.664890,-23.700926,60.967072,-18.881384,29.757809,-17.544137,21.037218,-11.193465,18.813503,-13.070274,19.959868,-10.569751,10.519442,-9.340694,8.421265,-6.654481,5.011975,-6.480166,7.607889,-5.753715,6.219135,0.144565,1.298973,-0.061292,0.368306,-0.017418,0.005817,-0.002840,0.013305,-0.011331,-0.003289,-0.006617,-0.014741,-0.004809,0.006146,0.010061,0.009661,0.000570,0.001038,0.004047,0.000968,0.003505,0.007106,0.001663,-0.006524,-0.002370,0.001380,-0.001340,0.001074,0.006401,-0.000209,0.007574,0.003159,0.014215,0.001348,0.007039,-0.001814,0.008911,-0.000637,0.001492,-0.002822,0.006665,0.002507,0.000151,-0.007195,-0.003325,-0.001894,-0.000814,0.002455,0.002310,-0.001519,-0.002595,-0.005159,-0.002316,0.000762,0.000969,-0.001329,18.547990,13.861203,12.911307,9.748507,7.956035,8.295177,8.052352,6.751671,6.886009,6.853128,6.158885,6.404072,5.578382,5.399070,5.794931,5.056353,5.274562,4.890801,4.960608,4.945534,5.133153,5.709261,5.800909,5.134270,5.307341,5.201624,3.360482,2.836639,2.490643,1.816929,1.462463,1.565648,1.461750,1.246241,1.345369,1.330156,1.133066,1.283189,1.055689,0.996362,1.095718,0.974737,1.014008,0.873522,0.915079,0.897470,0.946870,0.955289,0.987275,0.841730,0.950610,0.984837,2.293919,1.846647,1.545511,1.193394,1.016987,1.078882,0.971631,0.926421,0.910608,0.954035,0.755202,0.920170,0.702890,0.728668,0.729007,0.675070,0.688344,0.629684,0.630593,0.623117,0.663428,0.631131,0.663371,0.617712,0.656189,0.633816,metal
10.493659,63.702288,-28.410044,62.597395,-19.588255,28.817320,-15.219562,19.295323,-10.682763,18.855425,-12.698029,18.031557,-10.820113,12.707218,-6.110607,9.257950,-7.133974,4.646337,-6.504512,7.855340,-3.837947,3.208079,-1.410348,1.179697,-0.957192,-0.659969,0.012177,-0.009441,0.010206,-0.000697,0.009422,0.003107,-0.007532,0.000107,-0.006016,0.001958,-0.003794,-0.001475,0.000039,-0.000700,-0.001226,0.002511,0.001355,0.007121,0.000918,0.003773,-0.002658,0.001933,-0.000349,-0.003145,0.000318,0.001102,0.005369,-0.002893,0.001688,-0.004248,-0.000679,-0.007309,0.007598,-0.002027,0.004463,-0.005344,0.004546,-0.000349,0.005214,0.001184,0.003766,-0.002478,0.000342,-0.003445,0.003773,-0.002616,-0.000446,-0.003429,0.004165,0.001116,0.001339,-0.003024,21.911464,13.358438,14.234869,12.582024,9.562650,8.564099,8.101772,7.917292,7.258484,7.704899,6.611100,7.466542,6.671722,7.086409,5.946850,6.110919,5.485286,5.941724,6.660031,5.785619,6.118892,6.095446,6.818511,7.037616,6.161199,5.456678,3.974849,2.464877,2.672552,2.217518,1.816714,1.568096,1.497406,1.508452,1.312266,1.572541,1.274596,1.424318,1.217556,1.279177,1.121515,1.027747,1.028869,0.992983,1.110340,1.020644,1.052523,1.068481,1.106187,1.219625,1.047876,1.010694,3.492126,1.579623,1.903182,1.644635,1.436041,1.122513,1.183891,1.086924,0.986288,1.084536,0.941845,0.981407,0.922878,0.842578,0.761312,0.790626,0.721003,0.677967,0.769595,0.698053,0.741539,0.746087,0.706523,0.774984,0.731928,0.716993,metal
11.982242,69.409911,-23.266180,60.701009,-20.813531,25.097757,-16.187588,15.542733,-10.504574,18.770704,-13.395439,17.370618,-11.051235,10.269801,-8.704691,8.183437,-4.960255,5.417496,-5.497664,9.080582,-4.323434,5.150230,0.857211,1.332542,-0.021485,0.386687,0.006503,-0.003657,0.008311,-0.006639,-0.006265,0.018730,0.008792,0.014744,0.004926,0.002249,-0.018837,-0.010656,-0.006747,0.005313,0.001917,0.000641,0.001148,0.012817,0.000224,-0.000459,-0.006209,-0.003194,-0.007498,-0.001177,-0.000747,-0.006196,-0.008517,-0.004844,-0.007043,-0.004331,0.000915,-0.005469,0.002339,-0.010434,-0.003333,-0.006012,-0.002457,-0.004374,-0.000953,-0.003438,0.001179,-0.002928,-0.001236,-0.006029,0.003481,0.001882,0.005707,0.002113,0.000698,-0.003125,0.000057,0.003366,19.939049,14.222261,14.232991,11.078642,9.111068,7.897724,7.840499,8.202553,7.454675,8.019913,6.570329,7.118259,6.024681,6.426660,6.165290,5.637891,5.684537,5.553462,5.642930,5.945485,5.949135,6.204102,5.941267,6.055409,5.788496,6.107088,3.590638,2.423263,2.692831,1.973957,1.685516,1.452471,1.408517,1.543027,1.337540,1.505559,1.169961,1.331167,1.078181,1.183522,1.131444,0.986497,1.021058,0.884511,0.937199,1.009579,1.014697,1.007365,1.027517,1.001008,0.969850,1.040073,2.791013,1.627313,1.716681,1.462521,1.198947,1.081980,1.011239,1.178513,0.878640,1.051497,0.841377,0.952388,0.796093,0.839638,0.742436,0.731368,0.725299,0.632344,0.668156,0.697531,0.695215,0.666346,0.681199,0.678039,0.635956,0.692569,metal
-24.949144,77.524353,-30.369214,68.361177,-6.501952,24.692862,-9.801252,19.512813,-11.454039,18.594217,-14.156013,14.444585,-5.919558,9.082790,-7.699801,5.835315,-6.626670,2.295352,-7.489575,5.770880,-6.325250,0.621623,0.633021,1.288944,1.520739,-0.322360,0.026854,-0.024435,0.024566,-0.019248,-0.003375,-0.001262,-0.011477,-0.006620,-0.003803,0.010832,-0.004989,-0.000177,-0.016424,0.004894,-0.003728,0.001961,-0.008968,0.005049,0.001994,0.017658,-0.005927,0.001041,-0.015560,-0.001381,-0.011575,-0.006634,0.035417,-0.013407,0.004672,-0.002044,0.000959,-0.001472,0.001103,-0.000568,0.000294,0.002214,-0.005962,-0.003302,-0.003198,-0.002236,0.002537,0.002634,0.000363,0.000193,-0.001959,0.001717,-0.001095,0.006973,0.005583,0.005856,0.000956,0.001293,38.857256,20.687000,17.970077,12.962040,9.411032,8.516150,10.428913,8.652221,8.299012,7.576199,6.794099,7.251916,7.280081,6.062182,6.241610,5.800605,6.197666,5.799147,5.438850,5.643625,5.162272,6.129480,6.589010,6.876486,6.260695,5.890834,8.026546,4.304827,3.656780,2.544903,1.656627,1.567369,1.779690,1.543699,1.458830,1.457192,1.248578,1.428051,1.342989,1.175189,1.138909,1.112123,1.117302,1.050335,0.984466,1.100632,0.930228,1.175438,1.189429,1.298936,1.165467,1.077376,5.520786,2.855669,2.189258,1.511345,1.105748,1.032523,1.102645,1.101909,0.988700,0.976167,0.812417,0.908331,0.858604,0.807353,0.751602,0.766345,0.731774,0.734898,0.638405,0.706949,0.632512,0.742496,0.738705,0.815130,0.706674,0.788393,metal
-15.524083,99.917095,-37.429178,45.791598,-20.603976,25.475898,-18.470535,26.344500,-20.008744,20.965143,-13.496514,10.816457,-15.384135,3.538140,-7.563175,3.798285,-7.982645,6.819257,-1.935621,3.773815,-4.476040,0.441551,-5.260327,2.055053,-2.780067,-3.870082,0.011000,0.002685,-0.007615,-0.030572,-0.023278,0.011999,0.002328,-0.003532,-0.014224,-0.005596,-0.011777,0.001495,-0.001097,-0.011153,-0.011928,-0.006002,-0.012322,-0.005955,-0.001188,0.003135,0.014304,0.015747,0.000425,-0.001080,-0.013109,-0.002252,0.001759,-0.000145,0.010952,0.003763,0.006116,-0.008475,0.006260,-0.007048,0.008047,-0.005743,0.003170,0.003983,0.008764,0.001747,0.006718,-0.000602,0.006536,0.000050,-0.001779,-0.009741,0.000901,0.005751,0.009530,-0.004526,0.003594,-0.000936,18.392476,13.586819,13.110557,11.243082,9.339708,7.336418,7.101006,5.893941,7.126309,6.667920,5.972744,6.731722,6.187060,6.171792,6.120209,5.161320,6.575873,6.929137,5.790966,6.005896,7.133960,7.567584,5.752308,5.392356,5.566568,5.105140,2.896553,2.388869,2.141858,1.504893,1.377736,1.185824,1.221526,1.074274,1.102357,1.112590,1.151210,0.998326,1.064153,0.937420,1.080727,0.890427,1.048866,0.979156,0.937916,0.946723,1.001106,0.970352,0.975263,0.892851,0.827916,0.774280,1.909218,1.483748,1.313133,0.878453,0.831964,0.789925,0.741283,0.736000,0.709291,0.735267,0.744365,0.694725,0.691471,0.659666,0.688992,0.636994,0.669456,0.624678,0.647830,0.658735,0.695012,0.643631,0.668429,0.689889,0.663742,0.570070,metal
-15.587642,99.135410,-45.623503,55.008508,-18.014739,23.891655,-19.597293,27.336567,-15.095515,18.794754,-16.145137,9.208407,-16.216149,5.442356,-4.649709,6.278700,-4.698824,7.449274,-5.883050,-0.703390,-7.150405,2.105908,-1.879804,-1.130666,-5.292316,-7.058408,0.036283,-0.018777,0.014959,-0.017459,0.001887,0.015479,-0.003920,0.015767,-0.001026,0.014793,0.003160,0.000917,-0.000942,0.013997,0.002784,0.007751,-0.001215,0.005376,-0.013651,-0.010256,-0.003329,0.006184,-0.000775,-0.007200,-0.010392,-0.000919,-0.003618,-0.001044,0.007755,-0.002790,0.004327,-0.001459,0.009274,0.001206,0.001863,-0.000590,0.001996,-0.004199,0.004911,-0.002134,-0.000924,-0.001351,-0.003129,-0.000638,0.001393,0.000621,0.003102,0.001256,0.000507,-0.001011,0.004227,0.001364,18.896588,12.795062,11.630581,8.398232,5.469188,6.733216,6.005399,6.314886,5.545841,5.645244,4.800210,6.819261,4.995782,5.575915,5.744597,7.600331,6.323094,5.261907,5.396022,5.485658,4.566454,4.325624,4.335161,4.666050,4.867186,4.590761,2.561069,2.159942,1.686432,1.354680,0.923745,0.921895,1.099208,0.950342,1.026943,0.877326,0.901858,0.990844,0.938577,0.870410,0.920777,0.976513,0.964058,0.864491,0.826148,0.797337,0.794588,0.762944,0.792147,0.777756,0.761968,0.769590,1.584799,1.168365,0.964231,0.834255,0.614405,0.602302,0.694751,0.651132,0.674913,0.580220,0.618075,0.603114,0.593143,0.572684,0.594681,0.665171,0.623862,0.631978,0.577480,0.521086,0.577375,0.583990,0.578235,0.562054,0.524027,0.565867,metal
-58.227163,105.840185,-43.884413,58.440043,-18.423310,27.966845,-17.959606,21.040768,-15.545891,13.387970,-15.680116,9.359065,-15.315593,1.532389,-5.970526,2.051834,-6.810860,4.214549,-3.401198,1.762155,-4.723123,-0.986108,-1.313068,-0.766183,-1.611847,-5.380811,-0.029031,0.019123,0.030841,0.001331,0.008730,0.020922,0.005040,0.013808,-0.001142,0.011430,0.000828,0.008542,0.007181,0.003063,-0.005448,0.009113,0.003055,0.008847,0.000311,-0.003050,0.004788,0.000225,-0.000277,0.003468,0.005685,0.001734,-0.011769,0.000703,-0.004088,-0.005506,0.001364,-0.006138,0.001181,-0.010357,0.002435,-0.005417,0.009231,-0.004622,0.001494,-0.003486,-0.000211,-0.001432,-0.000421,-0.000077,0.002131,-0.002444,0.002341,0.003038,0.001939,-0.003884,0.000196,0.002568,23.813076,14.446882,14.055084,6.967495,7.502099,7.197112,6.132647,6.178941,5.876630,5.589855,4.975179,5.162148,5.671815,4.982911,5.645786,4.681852,4.991990,3.926902,4.509887,4.172734,4.148611,3.913224,4.299558,3.798997,4.224884,4.364343,4.202257,2.178014,2.218883,1.121306,1.082095,1.382766,0.936525,1.175319,0.887297,0.991798,0.829372,0.894348,0.890457,0.864684,0.913283,0.888461,0.816771,0.730064,0.819693,0.735838,0.693195,0.692051,0.792845,0.681210,0.727660,0.736752,2.436401,0.994125,1.197497,0.771292,0.593581,0.794288,0.557355,0.703760,0.546262,0.632313,0.559854,0.585760,0.545424,0.550579,0.585913,0.569708,0.544216,0.510579,0.541691,0.521413,0.510428,0.497484,0.551576,0.521853,0.481550,0.537501,metal
-74.083525,80.068758,-46.953802,51.010907,-9.124936,31.770940,-6.378966,24.855182,-19.134658,20.784421,-11.671114,13.841779,-16.467285,7.746483,-10.606632,7.500055,-10.356118,4.983751,-8.215597,1.231672,-7.470749,-0.506055,-8.902759,-4.871200,-4.354124,-0.731591,0.009991,-0.068188,0.036338,-0.008806,0.006661,0.022180,-0.027027,0.019542,-0.015011,0.007879,-0.012881,0.014054,-0.002122,0.016877,-0.004143,0.005582,-0.012048,0.006917,-0.007284,-0.004332,-0.014434,-0.002314,-0.013982,0.007373,0.003578,0.010374,0.020213,-0.029968,0.010235,-0.011406,0.002944,-0.001331,0.002509,-0.004861,-0.011294,-0.008726,-0.008175,-0.004852,0.004787,-0.000577,0.004820,-0.000733,-0.006291,-0.009571,-0.008789,-0.000125,-0.002475,0.003222,0.000721,-0.000607,-0.006467,-0.002569,28.222675,16.861287,15.454807,9.283805,8.113775,9.446858,9.988195,6.832640,7.969756,6.802594,6.809543,5.707570,5.939597,5.807604,5.438805,5.517923,6.436697,6.321346,6.344992,5.655402,5.547805,5.863503,5.251637,4.742644,4.742128,4.908330,4.539611,3.167063,2.858686,1.701813,1.426817,1.710146,1.879389,1.172112,1.476639,1.283078,1.309014,1.069133,1.045953,1.014311,0.921724,1.023212,0.994796,0.996852,1.057601,1.008417,1.027559,0.959253,0.899253,0.791633,0.879040,0.911327,3.302957,1.680264,1.603932,1.024541,0.930946,1.058112,1.128129,0.831531,0.956446,0.848577,0.882021,0.728363,0.696928,0.701405,0.698963,0.730046,0.735908,0.726524,0.734339,0.710453,0.676018,0.626685,0.641899,0.589172,0.592230,0.621401,metal
-100.384122,104.688109,-57.247862,56.568503,-5.551699,22.824837,-6.165267,23.091787,-19.065331,17.791448,-13.772541,9.958725,-14.852405,0.340111,-7.333624,6.971109,-12.668805,-0.556885,-11.754225,-1.540814,-7.614775,-5.271627,-7.382372,-4.042371,-5.486094,-4.584451,0.041205,-0.020070,0.006459,-0.025489,-0.021603,-0.009510,0.000877,0.004199,-0.006122,-0.017620,-0.026717,-0.011709,-0.007765,0.013135,-0.009152,0.001299,-0.010674,0.012189,0.008229,-0.003216,-0.012573,-0.008682,-0.010411,-0.000694,-0.003795,0.007599,-0.016655,0.010020,-0.006765,-0.005973,0.002257,-0.008525,0.007916,0.000507,0.004402,0.004219,0.006742,-0.003314,0.001991,-0.009300,0.005038,-0.004151,0.002391,0.000474,0.002006,-0.000253,0.003385,0.001203,0.009103,0.000375,0.000534,-0.004664,36.413612,19.851084,18.149983,10.638103,9.670061,10.065142,10.502202,8.878150,7.086769,7.212885,6.944951,7.072000,6.990023,8.435572,7.276112,6.390363,6.389904,5.574925,6.116031,5.506845,5.125448,6.437713,6.331118,5.166371,4.836342,5.354066,6.889660,3.591405,3.361026,1.727049,1.574622,1.745095,1.903331,1.326078,1.245921,1.244116,1.248947,1.138499,1.261795,1.270111,1.210592,1.105014,1.125513,1.034281,1.104341,0.986754,0.918500,1.124099,0.925335,0.905013,0.831133,0.879349,4.376103,1.810100,1.695926,0.962453,0.976496,0.998126,1.115693,0.840971,0.771470,0.754194,0.797552,0.735302,0.761972,0.860256,0.787452,0.709213,0.686380,0.679640,0.725953,0.652118,0.633270,0.675188,0.631533,0.594974,0.549127,0.581536,metal
