@RELATION music_genre
@ATTRIBUTE AVG_ENT NUMERIC
@ATTRIBUTE STD_DEV_ENT NUMERIC
@ATTRIBUTE MAX_ENT NUMERIC
@ATTRIBUTE MIN_ENT NUMERIC
@ATTRIBUTE MAX_DIFF_ENT NUMERIC
@ATTRIBUTE TEMPO NUMERIC
@ATTRIBUTE AVG_BEAT_FRAME_DIFF NUMERIC
@ATTRIBUTE AVG_ZCR NUMERIC
@ATTRIBUTE AVG_HARMONIC NUMERIC
@ATTRIBUTE AVG_PERCUSSIVE NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
35.261047,19.35749,91.883165,1.413185,39.897806,99.384014,26.285714,0.095329,5.7e-05,-7.4e-05,jazz
35.31167,19.743355,79.918848,2.721578,23.234253,71.777344,36.4,0.03385,-0.00109,-0.000875,jazz
34.958918,20.082914,96.944229,2.670585,35.198584,129.199219,20.411765,0.1201,9.2e-05,0.000342,jazz
34.464074,25.05299,149.949897,2.190636,54.483951,95.703125,26.5,0.053053,-0.00403,-0.001686,jazz
35.747126,16.450762,89.674055,0.843764,22.087641,117.453835,22.642857,0.063574,-0.000836,-0.001216,jazz
35.368302,19.260652,106.892899,1.430306,30.582678,99.384014,26.0,0.082438,-0.000166,-0.001032,jazz
35.719643,15.070595,68.551538,5.872689,19.634327,99.384014,25.714286,0.056923,-0.003832,-0.001722,jazz
35.249101,18.041499,84.982455,3.408047,26.811957,184.570312,13.62069,0.112824,-0.000323,-0.001069,jazz
33.22987,31.129813,147.612778,3.105547,56.106626,73.828125,35.363636,0.061623,-0.000761,-0.00067,jazz
35.555863,18.227712,81.321419,1.718169,25.437612,161.499023,16.4,0.089691,-8.6e-05,-0.000355,jazz
34.475831,25.133472,142.428935,2.425976,37.7552,123.046875,21.6875,0.045218,-0.017488,-0.001521,jazz
35.190717,20.507,86.848211,3.646312,34.154793,135.999178,19.473684,0.04169,-0.00023,-0.000225,jazz
34.262251,23.913092,115.384607,1.050305,29.110964,107.666016,24.125,0.068457,-0.000768,-0.001147,jazz
32.843491,29.814023,143.8301,0.670898,49.896289,67.999589,37.375,0.11519,-0.000718,-0.000858,jazz
35.078433,20.177147,99.07689,2.765925,36.422755,129.199219,20.0,0.072833,-0.001435,-0.000831,jazz
34.702963,23.440075,87.78652,0.638978,28.594993,161.499023,15.47619,0.07028,-0.000809,-0.000824,jazz
36.26438,11.051018,67.377062,9.452943,19.647891,151.999081,16.708333,0.068927,-9.9e-05,-0.001454,jazz
30.726831,35.32011,205.476219,0.677522,48.64878,95.703125,27.461538,0.038146,-0.000774,-0.00112,jazz
35.91931,14.666185,81.659912,7.122705,27.363056,107.666016,24.125,0.068823,-0.000295,-0.001431,jazz
35.257849,19.380843,92.117455,1.411278,39.972321,99.384014,26.285714,0.095668,6.1e-05,-7e-05,jazz
35.140434,18.654822,97.964991,6.373835,31.035347,103.359375,23.75,0.061893,-0.000282,-0.001282,jazz
35.311716,19.7428,79.918131,2.722778,23.230305,71.777344,36.4,0.033853,-0.001086,-0.000872,jazz
35.945592,14.999408,75.894749,4.170356,30.88839,123.046875,20.833333,0.10775,-3.1e-05,-0.001308,jazz
34.961087,23.036463,104.928602,1.483318,33.66793,92.285156,27.461538,0.048067,-0.005288,-0.000566,jazz
34.959011,20.08195,96.935255,2.673586,35.196319,129.199219,20.15,0.120138,9.3e-05,0.000349,jazz
35.232072,18.310745,74.137145,1.428876,22.086821,117.453835,22.588235,0.04465,-0.000189,-0.001138,jazz
34.465001,25.048767,149.933277,2.191281,54.477713,95.703125,26.5,0.054127,-0.004023,-0.001686,jazz
36.468382,8.898193,61.1139,14.544372,16.814719,172.265625,14.37037,0.097243,-0.000342,-0.002306,jazz
